Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Sex_of_casualty,Cause_of_accident
13:22:00,Tuesday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No distancing
13:22:00,Tuesday,31-50,Male,High school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,Overturning
03:39:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,Going straight,Passenger,Male,No distancing
03:39:00,Friday,Unknown,Female,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,Going straight,na,na,Changing lane to the right
03:39:00,Friday,Unknown,Female,High school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,Going straight,Passenger,Female,No priority to vehicle
03:39:00,Friday,Unknown,Female,Elementary school,Owner,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Other,Dry,Darkness - lights lit,Normal,Collision with roadside objects,4,Going straight,Pedestrian,Male,Changing lane to the right
14:50:00,Monday,18-30,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,Going straight,na,na,Changing lane to the left
14:50:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,,Owner,,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,No distancing
14:50:00,Monday,18-30,Male,Elementary school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,Reversing,Pedestrian,Male,No priority to pedestrian
02:55:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Above 10yr,, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,Going straight,na,na,Driving carelessly
02:55:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,Other,Driver or rider,Male,No distancing
12:27:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Organization,Unknown,,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,,na,na,Driving carelessly
12:27:00,Saturday,31-50,Male,High school,Employee,1-2yr,Lorry (41?100Q),Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Getting off,Driver or rider,Male,Driving carelessly
14:20:00,Wednesday,Unknown,Male,Elementary school,Employee,5-10yr,Other,Owner,Above 10yr,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,Going straight,na,na,Moving Backward
20:48:00,Friday,Unknown,Female,Elementary school,Employee,2-5yr,Stationwagen,Owner,5-10yrs,, Church areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Male,Overtaking
20:48:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to vehicle
20:48:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,Unknown,No defect,,other,Tangent road with flat terrain,No junction,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,No priority to vehicle
16:48:00,Sunday,Unknown,Female,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Turnover,Driver or rider,Female,Changing lane to the left
16:48:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Entering a junction,na,na,No priority to vehicle
19:15:00,Wednesday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Entering a junction,na,na,No distancing
19:15:00,Wednesday,Under 18,Male,Junior high school,Employee,,Public (> 45 seats),Governmental,,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Entering a junction,Driver or rider,Male,Moving Backward
19:15:00,Wednesday,31-50,Male,Elementary school,Employee,Above 10yr,,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Entering a junction,Passenger,Female,Changing lane to the right
18:43:00,Monday,18-30,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Rollover,2,Other,Driver or rider,Male,No distancing
18:43:00,Monday,31-50,Male,,,,Pick up upto 10Q,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Entering a junction,na,na,Overtaking
18:30:00,Sunday,Unknown,Female,Junior high school,Employee,Above 10yr,Public (12 seats),Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Turnover,Passenger,Female,No distancing
18:30:00,Sunday,Unknown,Female,Elementary school,Owner,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,Entering a junction,na,na,Changing lane to the left
22:35:00,Monday,Unknown,Female,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Entering a junction,Driver or rider,Male,Driving under the influence of drugs
22:35:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Entering a junction,na,na,No distancing
22:35:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Entering a junction,Pedestrian,Male,No distancing
08:30:00,Tuesday,18-30,Male,High school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Entering a junction,Passenger,Male,Changing lane to the right
22:44:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,Other,Pedestrian,Male,Changing lane to the left
16:25:00,Saturday,18-30,Male,Elementary school,Employee,1-2yr,Motorcycle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Pedestrian,Female,Moving Backward
08:40:00,Friday,Over 51,Male,Junior high school,Employee,,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Driver or rider,Male,No distancing
20:01:00,Friday,18-30,Male,Elementary school,Employee,1-2yr,Ridden horse,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Other,na,na,No distancing
19:39:00,Thursday,Under 18,Male,Junior high school,Owner,1-2yr,Automobile,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Pedestrian,Male,Driving carelessly
19:39:00,Thursday,Unknown,Female,Above high school,Owner,1-2yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,3,Going straight,Pedestrian,Male,Moving Backward
19:39:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Passenger,Female,No distancing
13:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,1-2yr,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,Going straight,na,na,Changing lane to the right
13:00:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,Driving carelessly
19:15:00,Saturday,18-30,Male,High school,Owner,Below 1yr,Automobile,Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Rollover,1,Reversing,na,na,Driving to the left
16:50:00,Friday,Unknown,Female,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Moving Backward,Passenger,Female,Changing lane to the right
15:40:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Overtaking,Pedestrian,Male,Driving carelessly
15:40:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
03:20:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to vehicle
03:20:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Male,Changing lane to the right
16:00:00,Monday,Unknown,Female,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with pedestrians,1,Going straight,Pedestrian,Female,Turnover
08:40:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Unknown,Rollover,2,Going straight,Driver or rider,Male,No priority to vehicle
08:40:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Driving at high speed
12:32:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Taxi,Organization,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Going straight,na,na,No distancing
12:32:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,na,na,No distancing
19:57:00,Friday,Unknown,Male,High school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Office areas,,Tangent road with flat terrain,Crossing,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,Driving carelessly
19:57:00,Friday,Under 18,Male,High school,Owner,Above 10yr,Stationwagen,Governmental,Unknown,,Office areas,One way,Tangent road with flat terrain,Crossing,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Driver or rider,Male,Driving carelessly
19:57:00,Friday,Under 18,Male,Elementary school,Employee,2-5yr,Stationwagen,Owner,Unknown,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Fall from vehicles,3,Other,na,na,Moving Backward
19:57:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,,Residential areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Entering a junction,Driver or rider,Male,No distancing
